step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
21,pretrain,0,1,-1.353401,-1.353735,0.000334,2.707011,2.707164,15,15,0.0676,2615,0.6122,0.3225,0.3453,0.2079,,64,1.5
42,pretrain,0,2,-1.354097,-1.354256,0.000159,2.707808,2.708043,14,15,0.0731,2615,0.6325,0.4823,0.4706,0.2971,,64,1.7
63,pretrain,0,3,-1.383413,-1.535946,0.152533,2.513458,2.699602,8,15,0.1424,2615,0.6176,0.3867,0.3037,0.1069,,64,1.8
84,pretrain,0,4,-1.466887,-1.749538,0.282651,2.276936,2.684316,13,15,0.1731,2615,0.626,0.5651,0.5034,0.4066,,64,2.0
105,pretrain,0,5,-1.656192,-2.01498,0.358788,2.000876,2.677237,15,15,0.2174,2615,0.6107,0.5721,0.5406,0.3865,,64,2.2
126,pretrain,0,6,-1.780204,-2.133901,0.353697,1.889417,2.682212,15,15,0.2455,2615,0.6272,0.6479,0.6153,0.5089,,64,2.4
147,pretrain,0,7,-1.870362,-2.171591,0.301228,1.811218,2.655206,13,15,0.3289,2615,0.6229,0.6753,0.6113,0.5408,,64,2.5
168,pretrain,0,8,-2.064452,-2.574047,0.509596,1.436515,2.673708,15,15,0.4288,2615,0.6249,0.6817,0.6481,0.569,,64,2.7
189,pretrain,0,9,-2.201808,-2.75048,0.548671,1.240657,2.660758,15,15,0.4739,2615,0.6256,0.6932,0.6396,0.5529,,64,2.9
210,pretrain,0,10,-2.365451,-2.871897,0.506446,1.11595,2.658565,14,15,0.4715,2615,0.6153,0.7072,0.6618,0.522,,64,3.1
231,round,1,1,-2.449148,-2.876448,0.4273,1.125539,2.667992,15,15,0.4963,2615,0.6207,0.708,0.668,0.5623,2,53,63.6
252,round,1,2,-2.536256,-2.958977,0.422721,1.035053,2.662687,15,15,0.501,2615,0.6195,0.6857,0.5974,0.5153,2,53,63.8
273,round,2,1,-2.55708,-2.978578,0.421497,1.014992,2.66238,15,15,0.506,2615,0.6027,0.6981,0.6084,0.5286,,64,64.0
294,round,2,2,-2.585224,-3.001333,0.416109,0.990148,2.660987,15,15,0.5188,2615,0.6103,0.6893,0.6294,0.5196,,64,64.2
