step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
7,pretrain,0,1,-1.95557,-1.955858,0.000288,3.911236,3.911396,20,50,0.0207,819,0.394,0.2256,0.0695,,85,1.3
14,pretrain,0,2,-1.956252,-1.956445,0.000192,3.911501,3.911964,26,50,0.0227,819,0.521,0.2706,0.1666,,85,1.3
21,pretrain,0,3,-1.985815,-2.006078,0.020263,3.854537,3.907077,11,50,0.0577,819,0.3097,0.11,0.0407,,85,1.3
28,pretrain,0,4,-2.209162,-2.369222,0.16006,3.39221,3.840955,18,50,0.0591,819,0.477,0.2075,0.1181,,85,1.4
35,pretrain,0,5,-2.391667,-2.555254,0.163587,3.237573,3.861885,18,50,0.0585,819,0.5412,0.2644,0.1877,,85,1.4
42,pretrain,0,6,-2.539471,-2.589427,0.049956,3.222708,3.874757,16,50,0.0682,819,0.4741,0.195,0.107,,85,1.5
49,pretrain,0,7,-2.65522,-2.701002,0.045782,3.105059,3.870708,26,50,0.0936,819,0.6314,0.3531,0.269,,85,1.5
56,pretrain,0,8,-2.749114,-2.886704,0.13759,2.902678,3.859588,25,50,0.1418,819,0.6375,0.3762,0.2878,,85,1.5
63,pretrain,0,9,-2.741646,-3.067948,0.326302,2.673818,3.827844,26,49,0.1809,819,0.6714,0.4131,0.2971,,85,1.6
70,pretrain,0,10,-2.946995,-3.204171,0.257176,2.445201,3.766248,27,48,0.2818,819,0.6874,0.3894,0.3361,,85,1.6
77,round,1,1,-3.123356,-3.485582,0.362226,2.094885,3.720311,37,49,0.3132,819,0.737,0.4556,0.4067,2,60,41.8
84,round,1,2,-3.245929,-3.752268,0.50634,1.817986,3.713503,38,48,0.3654,819,0.7626,0.5356,0.4846,2,60,41.8
91,round,2,1,-3.337032,-3.948179,0.611147,1.620678,3.712572,37,47,0.4078,819,0.792,0.555,0.5327,3,49,82.2
98,round,2,2,-3.580294,-4.07546,0.495166,1.531341,3.737867,40,46,0.4445,819,0.7948,0.545,0.525,3,49,82.2
105,round,3,1,-3.803774,-4.149642,0.345868,1.431782,3.720949,40,48,0.4724,819,0.8332,0.6219,0.6205,4,46,124.1
112,round,3,2,-3.916181,-4.279234,0.363053,1.333989,3.742149,35,49,0.5297,819,0.8582,0.66,0.6385,4,46,124.1
119,round,4,1,-3.908203,-4.432639,0.524435,1.198875,3.754343,44,48,0.5726,819,0.8641,0.7006,0.6922,3,51,125.2
126,round,4,2,-3.975563,-4.552567,0.577004,1.025984,3.719034,41,47,0.6197,819,0.8643,0.7081,0.6988,3,51,125.2
133,round,5,1,-3.912627,-4.594123,0.681495,0.990028,3.722767,39,48,0.6375,819,0.8612,0.6844,0.6675,3,54,149.2
140,round,5,2,-4.127799,-4.632229,0.504429,0.930643,3.708581,43,47,0.6554,819,0.8578,0.6913,0.6719,3,54,149.2
147,round,6,1,-4.271346,-4.679863,0.408516,0.836635,3.677665,42,48,0.6785,819,0.8795,0.7288,0.7221,3,54,189.5
154,round,6,2,-4.161957,-4.746015,0.584057,0.817638,3.709102,43,48,0.683,819,0.878,0.7262,0.7091,3,54,189.6
161,round,7,1,-4.420256,-4.799603,0.379348,0.771088,3.713794,44,47,0.69,819,0.8908,0.7569,0.7566,3,55,216.3
168,round,7,2,-4.357922,-4.827727,0.469806,0.707525,3.690168,46,50,0.7018,819,0.8887,0.7619,0.7565,3,55,216.3
175,round,8,1,-4.496203,-4.880241,0.384038,0.730127,3.740245,43,49,0.6981,819,0.8885,0.7788,0.7451,3,59,256.7
182,round,8,2,-4.203022,-4.88493,0.681908,0.713288,3.732145,46,50,0.7031,819,0.8848,0.7519,0.75,3,59,256.7
189,round,9,1,-4.33061,-4.894398,0.563789,0.703418,3.731878,43,50,0.7168,819,0.8881,0.7544,0.7308,3,59,287.6
196,round,9,2,-4.373563,-4.870828,0.497265,0.671963,3.695194,43,50,0.7239,819,0.879,0.7331,0.7143,3,59,287.6
203,round,10,1,-4.430051,-4.933269,0.503218,0.655493,3.725841,49,50,0.7147,819,0.8833,0.7519,0.7188,3,55,311.5
210,round,10,2,-4.381407,-4.9538,0.572393,0.642202,3.730668,46,50,0.7291,819,0.8869,0.7488,0.7379,3,55,311.5
217,round,11,1,-4.467353,-4.945625,0.478272,0.636029,3.721103,45,50,0.7241,819,0.8953,0.7719,0.7581,3,56,351.9
224,round,11,2,-4.45053,-4.956114,0.505583,0.655758,3.741248,46,50,0.721,819,0.8915,0.7588,0.7427,3,56,352.0
231,round,12,1,-4.632477,-4.968657,0.33618,0.626333,3.729993,46,49,0.7442,819,0.8898,0.7681,0.7398,3,61,392.3
238,round,12,2,-4.513645,-4.975749,0.462104,0.563183,3.692621,47,50,0.7495,819,0.8957,0.7825,0.7636,3,61,392.4
245,round,13,1,-4.265379,-5.022264,0.756884,0.56393,3.724129,46,49,0.746,819,0.8977,0.7756,0.7629,4,52,434.0
252,round,13,2,-4.543284,-5.026272,0.482988,0.556433,3.721804,44,49,0.7628,819,0.9,0.7744,0.7679,4,52,434.0
259,round,14,1,-4.441697,-5.01247,0.570773,0.545709,3.705453,46,49,0.7548,819,0.8985,0.7769,0.7578,3,55,446.0
