step,phase,round,epoch,loss_total,loss_mi,loss_pairwise,h_y_given_x,h_y,active_argmax,active_mass,mean_max_prob,n_pairs,same_class_pair_frac,nmi,acc,ari,ilp_beta,ilp_n_tags,seconds
117,pretrain,0,1,-2.846365,-3.263438,0.417073,2.469701,3.822093,46,50,0.5035,14855,0.9216,0.8217,0.6481,0.6237,,85,2.3
234,pretrain,0,2,-4.147982,-4.719235,0.571253,0.905657,3.749928,48,49,0.6447,14855,0.9188,0.8755,0.7235,0.697,,85,3.4
351,pretrain,0,3,-4.473717,-4.94903,0.475313,0.675433,3.749642,50,50,0.7024,14855,0.9208,0.8978,0.7776,0.7635,,85,4.6
468,pretrain,0,4,-4.635438,-5.030797,0.395359,0.574714,3.737007,49,50,0.7344,14855,0.9214,0.9013,0.7566,0.7515,,85,5.7
585,pretrain,0,5,-4.730196,-5.082838,0.352642,0.517152,3.733327,50,50,0.7319,14855,0.9208,0.9018,0.7603,0.7606,,85,6.9
702,pretrain,0,6,-4.792156,-5.108702,0.316545,0.492341,3.734028,50,50,0.7535,14855,0.9183,0.9049,0.787,0.7726,,85,8.1
819,pretrain,0,7,-4.838861,-5.129279,0.290418,0.46743,3.731139,50,50,0.7643,14855,0.9206,0.9043,0.7684,0.7515,,85,9.3
936,pretrain,0,8,-4.842834,-5.132688,0.289854,0.462961,3.730433,50,50,0.7628,14855,0.9179,0.9068,0.7824,0.7703,,85,10.5
1053,pretrain,0,9,-4.887147,-5.154115,0.266968,0.442902,3.731344,50,50,0.7732,14855,0.9216,0.9072,0.759,0.7552,,85,11.6
1170,pretrain,0,10,-4.887192,-5.164814,0.277622,0.430478,3.730195,50,50,0.7781,14855,0.9198,0.9161,0.8014,0.7906,,85,12.8
1287,round,1,1,-4.83355,-5.163069,0.329519,0.443341,3.737606,49,50,0.7725,14855,0.9194,0.9074,0.7626,0.7624,4,49,57.3
1404,round,1,2,-4.87929,-5.182264,0.302975,0.425788,3.738701,49,50,0.779,14855,0.9178,0.9117,0.7917,0.7754,4,49,58.5
1521,round,2,1,-4.903134,-5.184767,0.281633,0.42198,3.737831,48,50,0.7761,14855,0.9215,0.9057,0.7689,0.7575,4,52,82.3
1638,round,2,2,-4.918613,-5.184868,0.266255,0.415507,3.733583,50,50,0.7899,14855,0.9227,0.9101,0.7861,0.7745,4,52,83.5
1755,round,3,1,-4.904983,-5.195238,0.290256,0.413534,3.739181,49,49,0.7719,14855,0.9227,0.9046,0.7481,0.7441,4,50,107.0
1872,round,3,2,-4.918933,-5.195022,0.276088,0.414692,3.739809,49,50,0.773,14855,0.9214,0.9084,0.7762,0.7727,4,50,108.1
1989,round,4,1,-4.881161,-5.185113,0.303951,0.418394,3.735671,50,50,0.7785,14855,0.9185,0.905,0.7622,0.7529,4,48,131.4
2106,round,4,2,-4.853003,-5.188343,0.33534,0.414607,3.7353,50,50,0.7679,14855,0.9194,0.9029,0.7849,0.757,4,48,132.6
2223,round,5,1,-4.808269,-5.179018,0.37075,0.424783,3.735867,50,50,0.7676,14855,0.92,0.9071,0.7607,0.759,4,52,156.2
2340,round,5,2,-4.854627,-5.188514,0.333887,0.420491,3.739336,50,50,0.7874,14855,0.9165,0.914,0.7985,0.7816,4,52,157.4
2457,round,6,1,-4.890091,-5.195246,0.305155,0.414178,3.739616,50,50,0.7698,14855,0.9204,0.9061,0.7807,0.765,4,50,180.8
2574,round,6,2,-4.914784,-5.195486,0.280702,0.418245,3.742488,50,50,0.7697,14855,0.92,0.9094,0.7938,0.7738,4,50,182.0
2691,round,7,1,-4.944903,-5.204382,0.259478,0.399246,3.735752,50,50,0.7861,14855,0.9218,0.9086,0.7863,0.7678,4,53,206.4
2808,round,7,2,-4.938368,-5.207344,0.268975,0.401493,3.739225,49,50,0.7831,14855,0.9197,0.9109,0.8016,0.7833,4,53,207.6
2925,round,8,1,-4.922471,-5.200456,0.277985,0.412095,3.741701,50,50,0.7832,14855,0.9188,0.9077,0.776,0.7594,4,49,231.2
3042,round,8,2,-4.939475,-5.206531,0.267056,0.408866,3.743598,50,50,0.7771,14855,0.9206,0.9109,0.7923,0.7821,4,49,232.3
3159,round,9,1,-4.942242,-5.206592,0.26435,0.398319,3.736607,49,50,0.7875,14855,0.9211,0.9156,0.8026,0.7926,4,52,255.7
3276,round,9,2,-4.940613,-5.210453,0.26984,0.400301,3.740503,50,50,0.7846,14855,0.9166,0.9174,0.8072,0.803,4,52,256.9
3393,round,10,1,-4.92483,-5.198554,0.273724,0.397916,3.73098,49,49,0.7922,14855,0.9194,0.9138,0.8008,0.7922,4,48,280.8
3510,round,10,2,-4.9399,-5.197889,0.257989,0.398067,3.730637,50,50,0.7823,14855,0.9187,0.9149,0.8024,0.7947,4,48,281.9
3627,round,11,1,-4.922006,-5.201309,0.279303,0.404595,3.73727,50,50,0.79,14855,0.9188,0.9147,0.8008,0.7969,4,53,306.4
3744,round,11,2,-4.934678,-5.206367,0.271689,0.398331,3.736465,50,50,0.784,14855,0.9198,0.9155,0.8063,0.7975,4,53,307.5
3861,round,12,1,-4.927188,-5.204177,0.276989,0.398123,3.734867,50,50,0.7918,14855,0.9197,0.9152,0.8054,0.7956,4,50,331.1
3978,round,12,2,-4.939455,-5.204738,0.265283,0.399601,3.736226,50,50,0.7942,14855,0.9196,0.9173,0.8123,0.8042,4,50,332.3
4095,round,13,1,-4.933875,-5.210373,0.276498,0.404913,3.743524,50,50,0.7876,14855,0.9195,0.9175,0.8006,0.8043,4,49,355.9
4212,round,13,2,-4.946229,-5.222851,0.276621,0.395158,3.745339,50,50,0.7883,14855,0.9212,0.9174,0.8001,0.8063,4,49,357.1
4329,round,14,1,-4.940177,-5.214685,0.274508,0.392845,3.738354,49,50,0.797,14855,0.9184,0.9194,0.8126,0.8122,4,50,381.7
